Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2905 Ursulines Ave,2905 Ursulines Ave,Accessory STR,3,6,03/18/2019 01:19:09 PM,"(29.9760048963479, -90.0826789042827)",3676792.73147,538927.14235
925 Common St Unit 1518,925 Common St Unit 1518,Commercial STR,1,2,03/14/2019 08:56:42 AM,"(29.9538143719991, -90.0729985743262)",3679946.17397,530891.41479
4733 Banks ST,4733 Banks ST,Temporary STR,2,4,05/16/2019 11:59:59 PM,"(29.9768887428367, -90.1097555553242)",3668217.11335,539155.99355
326 Camp St unit 402,326 Camp St unit 402,Commercial STR,2,4,08/06/2019 11:59:59 PM,"(29.9502884386972, -90.0688251288713)",3681281.88355,529623.81616
1130 Louisa St,1130 Louisa St,Temporary STR,2,4,04/15/2019 07:59:45 AM,"(29.9680903827534, -90.042288489228)",3689612.30275,536190.95604
1231 Marais ST Apt A,1231 Marais ST Apt A,Temporary STR,1,2,03/18/2019 04:31:02 PM,"(29.9670842811278, -90.066777731249)",3681862.72335,535738.56641
81 Dream Court,81 Dream Court,Commercial STR,3,6,05/23/2019 11:59:59 PM,"(29.9692484238447, -90.0571649415956)",3684897.53001,536559.29889
1815 St Roch Ave,1815 St Roch Ave,Temporary STR,2,4,05/23/2019 11:59:59 PM,"(29.9763516897655, -90.052079457037)",3686478.76143,539160.27879
301 St Charles Ave 302,301 St Charles Ave 302,Commercial STR,2,4,02/26/2019 11:59:59 PM,"(29.951473258408, -90.0702019411772)",3680841.13838,530049.85123
1936 Fern St,1936 Fern St,Temporary STR,2,4,04/09/2019 08:58:26 AM,"(29.9515781829287, -90.1222824420147)",3664348.53594,529909.95027
912 Kerlerec St,912 Kerlerec St,Accessory STR,2,4,04/22/2019 11:59:59 PM,"(29.9655387776016, -90.0614171269502)",3683566.21986,535195.36423
4302 Burgundy St,4302 Burgundy St,Accessory STR,1,2,02/27/2019 11:59:59 PM,"(29.9626726443436, -90.0331259239273)",3692535.64438,534253.67277
123 N Dorgenois St,123 N Dorgenois St,Commercial STR,3,6,08/06/2019 03:58:28 PM,"(29.9652080669951, -90.0855595342665)",3675923.50907,534991.05972
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468890320627, -90.068427947289)",3681421.30517,528389.05594
2130 Laurel St,2130 Laurel St,Commercial STR,2,4,05/22/2019 11:59:59 PM,"(29.9281209607512, -90.0749614424004)",3679427.21973,521541.52403
2309 Dumaine St,2309 Dumaine St,Accessory STR,3,6,04/18/2019 11:59:59 PM,"(29.9695001329644, -90.077486367967)",3678462.55662,536579.74266
1441 Touro St,1441 Touro St,Temporary STR,1,2,02/26/2019 08:40:33 AM,"(29.9723576486347, -90.059436277669)",3684165.83266,537681.92705
921 Cherokee St,921 Cherokee St,Accessory STR,,,06/10/2019 01:25:30 PM,"(29.9416689065573, -90.1266739104674)",3662995.84506,526291.88544
4027 Laurel St,4027 Laurel St,Temporary STR,3,6,02/08/2019 10:43:37 PM,"(29.9191783533465, -90.097340258524)",3672374.00251,518212.515
5172 Wildair Dr,5172 Wildair Dr,Temporary STR,3,6,04/05/2019 11:12:28 PM,"(30.010874727601, -90.0672184368302)",3681547.23471,551660.9206
925 Common St Unit 1006,925 Common St Unit 1006,Commercial STR,1,2,04/18/2019 11:59:59 PM,"(29.9537613958605, -90.0724630412338)",3680115.96749,530874.01637
800 St Charles Ave 202,800 St Charles Ave 202,Commercial STR,2,4,07/29/2019 10:52:52 AM,"(29.9457478552632, -90.0715922706579)",3680423.79291,527963.03411
212 Loyola Ave Unit 912,212 Loyola Ave Unit 912,Temporary STR,2,4,05/13/2019 04:07:06 PM,"(29.954154172553, -90.0745705832941)",3679447.02523,531009.50695
935 Sixth St,935 Sixth St,Accessory STR,3,6,05/08/2019 11:59:59 PM,"(29.9244900766487, -90.0829602534417)",3676908.07573,520193.46873
1027 Ninth St,1027 Ninth St,Temporary STR,2,4,05/22/2019 11:59:59 PM,"(29.9238229150763, -90.0858785118647)",3675986.35061,519940.78962
5526 Spain St,5526 Spain St,Temporary STR,3,6,06/03/2019 12:53:16 PM,"(30.0153630312162, -90.0573120332419)",3684664.21711,553327.82338
1022 Franklin Ave,1022 Franklin Ave,Accessory STR,1,2,02/26/2019 01:05:00 PM,"(29.9684523860089, -90.0503920450514)",3687045.13615,536293.7762
1204 Marigny St,1204 Marigny St,Accessory STR,1,2,10/16/2019 10:36:10 PM,"(29.9698118173153, -90.0557119931422)",3685355.26345,536769.29601
2827 Fourth St,2827 Fourth St,Accessory STR,3,6,10/22/2019 11:59:59 PM,"(29.941857777519, -90.0926641692918)",3673765.95105,526475.58957
1616 S Jefferson Davis Prkwy,1616 S Jefferson Davis Prkwy,Accessory STR,2,4,10/17/2019 11:59:59 PM,"(29.9547445220457, -90.105999901985)",3669492.35668,531116.21383
"1500 Robert C Blakes, SR Dr","1500 Robert C Blakes, SR Dr",Commercial STR,4,8,05/22/2019 11:59:59 PM,"(29.9396021125505, -90.0767534357487)",3678813.83758,525710.25645
1020 Marengo St,1020 Marengo St,Accessory STR,1,2,07/16/2019 11:59:59 PM,"(29.9225665619798, -90.0982982143585)",3672057.27105,519441.31846
2817 Grand Route St John St,2817 Grand Route St John St,Accessory STR,1,2,10/21/2019 11:59:59 PM,"(29.979788033692, -90.0783795958437)",3678138.77883,540317.71802
134 S Pierce St apt c,134 S Pierce St apt c,Accessory STR,1,2,04/09/2019 01:23:09 PM,"(29.9728958401693, -90.0999823588879)",3671326.80942,537737.19022
5926 Tchoupitoulas St,5926 Tchoupitoulas St,Accessory STR,2,4,04/30/2019 11:47:54 AM,"(29.9169411016863, -90.1218154626722)",3664629.5858,517316.16581
924 Elysian Fields Ave Unit D,924 Elysian Fields Ave Unit D,Commercial STR,1,2,05/09/2019 10:34:06 AM,"(29.967123678367, -90.0572463814515)",3684880.34997,535786.37537
4717 Freret St,4717 Freret St,Commercial STR,3,6,04/05/2019 11:59:59 PM,"(29.9350564907065, -90.106959835019)",3669265.01153,523953.64908
832 Clouet St Apartment B,832 Clouet St Apartment B,Temporary STR,3,6,07/15/2019 11:59:59 PM,"(29.9651701902529, -90.045140100422)",3688721.38339,535118.90561
3215 Chartres St,3215 Chartres St,Temporary STR,2,4,03/18/2019 01:52:08 PM,"(29.9622018755646, -90.0435560850543)",3689235.06793,534045.1602
7935 Zimpel Street,7935 Zimpel Street,Accessory STR,1,2,09/25/2019 11:34:23 AM,"(29.9458579926776, -90.1293598588773)",3662129.20064,527806.25005
1540 N Derbigny ST,1540 N Derbigny ST,Temporary STR,3,6,03/12/2019 11:59:59 PM,"(29.9723508580094, -90.0673375405765)",3681664.31868,537651.73287
4011 Iberville St,4011 Iberville St,Commercial STR,2,4,09/13/2019 11:59:59 PM,"(29.9750553834528, -90.0990026578564)",3671628.52295,538525.82407
1020 Race St,1020 Race St,Commercial STR,2,4,04/09/2019 11:59:59 PM,"(29.9341740246958, -90.0718756991328)",3680380.36866,523753.38169
703 Carondelet St Apt 103,703 Carondelet St Apt 103,Commercial STR,1,2,02/06/2019 10:52:09 AM,"(29.9474687022686, -90.0727457104164)",3680051.63168,528584.77664
635 N Scott St Apt 19,635 N Scott St Apt 19,Commercial STR,1,2,06/24/2019 11:31:39 AM,"(29.9780184916585, -90.094603914741)",3673009.48411,539618.35367
917 Thalia St,917 Thalia St,Accessory STR,1,2,07/15/2019 11:59:59 PM,"(29.9378978787122, -90.0692914248829)",3681183.92591,525116.52896
1560 Magazine St Unit A,1560 Magazine St Unit A,Commercial STR,5,10,05/03/2019 11:56:19 AM,"(29.9330033314797, -90.0726848718913)",3680128.76975,523324.85503
25408 Chef Menteur Hwy,25408 Chef Menteur Hwy,Commercial STR,3,6,04/10/2019 11:59:59 PM,"(30.1382641515132, -89.7543530184946)",3779922.31307,599212.96378
4617 S Saratoga St,4617 S Saratoga St,Accessory STR,2,4,03/05/2019 06:54:50 AM,"(29.9314589755702, -90.1055576708521)",3669723.12206,522650.21497
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 04:39:17 PM,"(29.9527347422566, -90.0711132965854)",3680547.48936,530505.39296
4229 Alfred St,4229 Alfred St,Temporary STR,3,6,06/06/2019 12:12:42 PM,"(30.0002255991877, -90.0794683734335)",3677712.77141,547745.84187
4136 Toulouse St Unit #10,4136 Toulouse St Unit #10,Commercial STR,1,2,07/31/2019 05:19:36 PM,"(29.9786694743051, -90.0978343024558)",3671984.24515,539844.03491
6010 Painters St,6010 Painters St,Accessory STR,1,2,02/22/2019 11:59:59 PM,"(30.0206100685324, -90.0530856790344)",3685980.3853,555250.77353
1423 Henriette Delille St Apt A,1423 Henriette Delille St Apt A,Temporary STR,1,2,04/22/2019 11:59:59 PM,"(29.9671070497164, -90.0641381320641)",3682698.37356,535756.09343
921 Bartholomew St,921 Bartholomew St,Temporary STR,3,6,04/15/2019 04:49:35 PM,"(29.9638482546658, -90.035823043075)",3691676.81468,534671.48679
1622 Gentilly Blvd,1622 Gentilly Blvd,Accessory STR,1,2,02/26/2019 12:40:43 PM,"(29.981189770362, -90.0771445709419)",3678524.17122,540831.72763
2503 Upperline St,2503 Upperline St,Commercial STR,3,6,04/05/2019 11:45:10 AM,"(29.9350717348856, -90.1071618849596)",3669200.95898,523958.50758
4809 Laurel St,4809 Laurel St,Temporary STR,2,4,03/27/2019 11:59:59 PM,"(29.9185328013415, -90.1061633655867)",3669581.6201,517947.7285
212 Loyola Ave Unit 1111,212 Loyola Ave Unit 1111,Commercial STR,2,4,04/15/2019 11:59:59 PM,"(29.9542914896197, -90.0745884870815)",3679440.80731,531059.37824
26300 Chef Menteur Hwy,26300 Chef Menteur Hwy,Commercial STR,3,6,08/09/2019 12:52:17 PM,"(30.1510112299338, -89.7378028146243)",3785088.67052,603920.71309
1434 St Anthony St,1434 St Anthony St,Temporary STR,5,10,03/25/2019 09:11:46 AM,"(29.9721078098858, -90.0620634457866)",3683335.07893,537581.83866
313 Courtlea Park Dr,313 Courtlea Park Dr,Commercial STR,2,4,07/25/2019 08:06:19 PM,"(29.9704373824733, -90.0494825275678)",3687325.01286,537018.81955
740 Mazant St,740 Mazant St,Temporary STR,5,4,03/22/2019 11:59:59 PM,"(29.962176735285, -90.0354952427742)",3691787.48944,534064.83745
1332 Spain St,1332 Spain St,Temporary STR,4,8,04/29/2019 11:59:59 PM,"(29.9715318129345, -90.0535728667108)",3686025.54242,537402.30817
2227 Iberville ST,2227 Iberville ST,Accessory STR,2,4,03/05/2019 09:06:14 AM,"(29.9635387180204, -90.0820115500067)",3677053.51342,534396.27181
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 07:55:43 PM,"(29.9527431437222, -90.0712624810698)",3680500.21455,530507.92768
1620 Agriculture St,1620 Agriculture St,Temporary STR,3,6,06/14/2019 11:59:59 PM,"(29.9866928181506, -90.0721213374326)",3680092.36271,542850.31605
3616 Toledano St New Orleans LA. 70125,3616 Toledano St New Orleans LA. 70125,Temporary STR,3,6,04/24/2019 01:32:35 PM,"(29.9478905328313, -90.0995875118363)",3671549.72231,528645.65082
925 Common St Suite 602,925 Common St Suite 602,Commercial STR,2,4,06/24/2019 09:25:46 AM,"(29.9538143719991, -90.0729985743262)",3679946.17397,530891.41479
2124 Jena St,2124 Jena St,Accessory STR,2,4,09/17/2019 09:22:43 PM,"(29.9319320348115, -90.1041372787073)",3670171.15924,522827.06009
322 Lafayette St Unit 301,322 Lafayette St Unit 301,Commercial STR,1,2,10/17/2019 11:02:33 AM,"(29.947355739933, -90.0666787898653)",3681973.35426,528564.88698
3022 St Claude Ave,3022 St Claude Ave,Commercial STR,2,4,06/13/2019 04:55:04 PM,"(29.9677589752369, -90.0454424846193)",3688615.06095,536059.20641
1216 St Charles Ave Apt C,1216 St Charles Ave Apt C,Commercial STR,1,2,07/10/2019 12:17:34 AM,"(29.9408396820207, -90.0738094077659)",3679741.27772,526170.5186
1535 Music Street,1535 Music Street,Temporary STR,2,4,10/18/2019 11:59:59 PM,"(29.9736842561606, -90.0511642668426)",3686779.35273,538193.54145
4223 S Carrollton Ave Apt C,4223 S Carrollton Ave Apt C,Commercial STR,1,2,04/09/2019 11:59:59 PM,"(29.9703790341097, -90.1056596688436)",3669539.1807,536802.67888
339 Carondelet St Apt 4C,339 Carondelet St Apt 4C,Commercial STR,1,2,05/01/2019 11:59:59 PM,"(29.9511193853484, -90.0716422022707)",3680386.47259,529916.14515
1517 Mandeville St,1517 Mandeville St,Temporary STR,3,6,03/22/2019 09:01:52 AM,"(29.9731664363177, -90.054479789012)",3685731.77442,537993.51233
904 Vallette St,904 Vallette St,Accessory STR,1,2,06/13/2019 10:33:06 AM,"(29.9464321461799, -90.0491859943958)",3687516.72534,528290.69504
66 Spanish Fort Blvd,66 Spanish Fort Blvd,Accessory STR,1,2,08/14/2019 11:59:59 PM,"(30.0218089317627, -90.0900681740856)",3674272.64424,555557.86038
1214 Piety St,1214 Piety St,Temporary STR,3,6,03/12/2019 02:46:07 PM,"(29.9683322954997, -90.0413043101438)",3689922.91478,536282.43662
3812 N Prieur St,3812 N Prieur St,Temporary STR,3,6,04/23/2019 11:59:59 PM,"(29.9740273503952, -90.0344110570483)",3692081.92649,538378.04135
2801 New Orleans St,2801 New Orleans St,Temporary STR,3,6,05/23/2019 11:59:59 PM,"(29.9864005902232, -90.0663767886148)",3681912.00258,542764.11195
635 N Carrollton Ave Apt B,635 N Carrollton Ave Apt B,Temporary STR,2,4,05/23/2019 07:37:48 PM,"(29.9789148037634, -90.0963569240337)",3672450.99227,539938.29236
1839 N Rampart ST,1839 N Rampart ST,Temporary STR,1,2,06/25/2019 11:59:59 PM,"(29.9673955484062, -90.0604697549228)",3683858.67804,535873.88596
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 09:18:31 PM,"(29.9526923804925, -90.0713517742735)",3680472.14203,530489.15687
819 St Roch Ave,819 St Roch Ave,Temporary STR,1,2,04/01/2019 08:10:50 PM,"(29.966284080412, -90.0518095979215)",3686605.14006,535500.27789
1616 N Johnson ST,1616 N Johnson ST,Temporary STR,2,4,02/19/2019 11:41:27 AM,"(29.9753053372402, -90.0687040032285)",3681219.83874,538721.31598
925 Common St Unit 1108,925 Common St Unit 1108,Commercial STR,1,2,03/14/2019 08:55:36 AM,"(29.9538143719991, -90.0729985743262)",3679946.17397,530891.41479
3919 Toulouse St,3919 Toulouse St,Accessory STR,2,4,02/15/2019 11:59:59 PM,"(29.9774873985787, -90.0953655742556)",3672770.44206,539422.62158
2304 Joliet ST,2304 Joliet ST,Temporary STR,2,4,02/21/2019 11:03:04 AM,"(29.9580510067522, -90.12483892218)",3663514.15603,532255.1728
212 Loyola Ave Unit 611,212 Loyola Ave Unit 611,Temporary STR,2,4,05/13/2019 04:06:46 PM,"(29.9541212079988, -90.0746431501833)",3679424.178,530997.26739
3333 Huntlee Dr,3333 Huntlee Dr,Temporary STR,3,6,05/20/2019 12:34:31 PM,"(29.9203526418963, -90.0047865481527)",3701687.15633,518967.61407
1716 Pine St,1716 Pine St,Accessory STR,1,2,07/01/2019 11:59:59 PM,"(29.9470954157476, -90.1205556123314)",3664912.62068,528285.62778
4224 Magazine St,4224 Magazine St,Commercial STR,3,6,09/25/2019 11:59:59 PM,"(29.9208124926333, -90.0998084456261)",3671585.75783,518798.3221
514 Natchez St Apt B,514 Natchez St Apt B,Commercial STR,2,4,05/24/2019 03:33:51 PM,"(29.9496784605101, -90.0683567623464)",3681432.65008,529403.64285
2846 Grand Route St John St,2846 Grand Route St John St,Temporary STR,2,4,04/23/2019 03:55:28 PM,"(29.9795568721508, -90.0790941887395)",3677913.47522,540231.18183
2119 N Claiborne Ave,2119 N Claiborne Ave,Temporary STR,3,6,05/16/2019 01:05:11 PM,"(29.9738454643297, -90.05806916007)",3684592.64079,538227.76711
820 Orange St,820 Orange St,Accessory STR,1,2,07/01/2019 05:46:30 PM,"(29.9327086792409, -90.0698874092899)",3681015.97839,523227.46777
1812 Carondelet St Unit 3,1812 Carondelet St Unit 3,Commercial STR,4,8,07/19/2019 01:10:34 PM,"(29.9368330748978, -90.0788169025294)",3678171.35246,524696.1728
929 Jefferson Ave,929 Jefferson Ave,Accessory STR,2,4,02/15/2019 10:55:15 AM,"(29.9215522647532, -90.1145171623658)",3666923.68871,519017.47212
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468536528834, -90.0684029583463)",3681429.36072,528376.27814
4958 Spain St,4958 Spain St,Temporary STR,4,8,05/22/2019 11:59:59 PM,"(30.0094644942663, -90.0567053289482)",3684880.11458,551185.02095
4941 Baccich St,4941 Baccich St,Temporary STR,3,6,02/07/2019 11:59:59 PM,"(30.0098514306142, -90.047726191829)",3687720.2719,551357.49845
2317 N Rampart St Unit B,2317 N Rampart St Unit B,Commercial STR,2,4,03/08/2019 07:11:54 PM,"(29.9678027117108, -90.0549401832885)",3685607.77565,536041.43618
915 Thalia St,915 Thalia St,Temporary STR,2,4,04/24/2019 11:59:59 PM,"(29.9378888692138, -90.0692550787053)",3681195.47324,525113.37977
812 Gravier St Apt 507,812 Gravier St Apt 507,Commercial STR,1,2,06/07/2019 11:59:59 PM,"(29.9519116156912, -90.0714948765351)",3680429.95343,530204.74298
"4736 W. Napoleon Ave, Ste 201","4736 W. Napoleon Ave, Ste 201",Commercial STR,4,8,04/16/2019 11:59:59 PM,"(29.9394590888455, -90.0777709789698)",3678492.1469,525654.7152
2734 Bell St,2734 Bell St,Temporary STR,2,4,03/25/2019 03:19:35 PM,"(29.9763838421561, -90.0808269838313)",3677377.52315,539071.34561
3027 Lafitte Ave,3027 Lafitte Ave,Commercial STR,2,4,04/26/2019 08:30:36 PM,"(29.9714776894546, -90.0879849635257)",3675130.78235,537262.57953
1116 N Miro St,1116 N Miro St,Accessory STR,2,4,08/16/2019 01:13:08 PM,"(29.9712406514502, -90.0753716062786)",3679125.16207,537220.00564
3658 Piedmont Dr,3658 Piedmont Dr,Temporary STR,1,2,02/11/2019 07:13:52 PM,"(29.9958322011212, -90.0538981436253)",3685823.89078,546237.69858
2438 St Claude Ave 202,2438 St Claude Ave 202,Commercial STR,1,2,08/06/2019 12:21:00 PM,"(29.9688102941812, -90.0511096571127)",3686816.47503,536421.38164
3910 Orleans Ave,3910 Orleans Ave,Commercial STR,2,4,05/07/2019 12:53:40 PM,"(29.9782119507448, -90.0942918716303)",3673107.51099,539689.77102
828 France St,828 France St,Accessory STR,3,6,03/25/2019 11:59:59 PM,"(29.9626295920332, -90.0344086449046)",3692129.67391,534233.41102
2913 Constance St,2913 Constance St,Temporary STR,1,2,04/09/2019 11:59:59 PM,"(29.9245040677238, -90.0836230510088)",3676698.07733,520196.26604
1142 Marais St,1142 Marais St,Temporary STR,1,2,04/22/2019 11:59:59 PM,"(29.9661619208935, -90.0673966596099)",3681670.46568,535400.99617
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 04:53:26 PM,"(29.9527383405576, -90.071145970901)",3680537.12821,530506.58746
7601 Shaw Ave,7601 Shaw Ave,Temporary STR,3,6,05/15/2019 01:46:32 PM,"(30.0445710628724, -89.9853801552956)",3707303.00465,564209.61719
1805 Coliseum St,1805 Coliseum St,Accessory STR,1,2,07/19/2019 11:59:59 PM,"(29.9342935007806, -90.0756252971313)",3679192.31285,523783.77286
2537 Orleans Ave,2537 Orleans Ave,Commercial STR,5,10,05/09/2019 12:08:18 PM,"(29.969683015265, -90.0808761111192)",3677388.60405,536634.49889
3616 Annunciation St,3616 Annunciation St,Accessory STR,3,6,03/22/2019 09:06:15 AM,"(29.9190286467056, -90.0910073088279)",3674380.6804,518179.77093
5708 Eads St,5708 Eads St,Temporary STR,3,6,04/22/2019 10:46:09 AM,"(30.0177574221427, -90.050486450426)",3686814.51631,554222.63746
1405 Moss St,1405 Moss St,Accessory STR,1,2,06/17/2019 10:20:21 AM,"(29.9811000002205, -90.0900726789936)",3674431.83848,540754.44635
212 Loyola Ave Unit 805,212 Loyola Ave Unit 805,Temporary STR,2,4,04/05/2019 12:00:00 AM,"(29.9541841652453, -90.0747589819456)",3679387.24744,531019.75808
1201 Baronne St Unit 6,1201 Baronne St Unit 6,Commercial STR,,,08/12/2019 07:37:39 PM,"(29.942660151637, -90.0765782891962)",3678857.11074,526822.87929
3324 Banks St,3324 Banks St,Accessory STR,2,4,10/15/2019 11:30:03 PM,"(29.9668574396647, -90.0958972131537)",3672643.87777,535555.33927
1801 N Rampart St,1801 N Rampart St,Commercial STR,5,10,02/22/2019 02:04:25 PM,"(29.9673461031696, -90.061341987521)",3683582.71497,535852.83911
2608 N Rampart St,2608 N Rampart St,Temporary STR,2,4,05/22/2019 11:59:59 PM,"(29.9675903756504, -90.0502544471378)",3687092.21135,535980.80525
738 S Salcedo St,738 S Salcedo St,Commercial STR,2,4,03/25/2019 11:59:59 PM,"(29.9620266722242, -90.0966134510781)",3672436.06324,533796.23885
1223 Barracks St,1223 Barracks St,Temporary STR,5,10,03/27/2019 11:59:59 PM,"(29.9664548563893, -90.0655210135558)",3682263.154,535514.08442
341 S cortez st,341 S cortez st,Accessory STR,1,2,03/19/2019 03:28:14 PM,"(29.9701498984269, -90.0999266813311)",3671355.18529,536738.84903
1738 Clio St Apt D,1738 Clio St Apt D,Commercial STR,2,4,04/12/2019 11:59:59 PM,"(29.9423731831547, -90.0760838893871)",3679014.82958,526720.24471
1125 N Rampart St Apt 3,1125 N Rampart St Apt 3,Commercial STR,1,2,07/23/2019 11:59:59 PM,"(29.9643802984081, -90.0653739417181)",3682318.0676,534760.21306
3021 Burgundy St,3021 Burgundy St,Accessory STR,1,1,04/26/2019 11:39:22 AM,"(29.965821931412, -90.0460946913128)",3688416.47606,535352.50586
123 E. Sprague,123 E. Sprague,Temporary STR,2,4,05/14/2019 04:29:31 PM,"(29.9526448025583, -90.0711499609661)",3680536.23938,530472.55968
2414 Jefferson Ave,2414 Jefferson Ave,Accessory STR,1,2,08/02/2019 09:12:02 PM,"(29.9365664456432, -90.1111895075494)",3667919.53357,524488.41216
212 Loyola Ave Unit 905,212 Loyola Ave Unit 905,Temporary STR,2,4,04/05/2019 11:59:59 PM,"(29.9541932480674, -90.0746676805018)",3679416.12251,531023.3785
929 N Claiborne Ave,929 N Claiborne Ave,Commercial STR,3,6,02/22/2019 02:39:26 PM,"(29.9663494687778, -90.0718739069789)",3680252.12866,535453.56167
8713 Belfast St,8713 Belfast St,Temporary STR,2,4,02/14/2019 10:37:56 AM,"(29.9625718475737, -90.1234033265471)",3663951.37466,533903.92404
201 Magazine St Unit 407,201 Magazine St Unit 407,Commercial STR,1,2,04/09/2019 11:14:48 AM,"(29.9511312978954, -90.067743794764)",3681620.92476,529934.09114
718 Peniston St,718 Peniston St,Temporary STR,3,6,05/28/2019 10:49:35 AM,"(29.9199248993089, -90.0938149515787)",3673487.77704,518496.04889
1201 Baronne St Unit 5,1201 Baronne St Unit 5,Commercial STR,,,08/12/2019 07:37:52 PM,"(29.9426828397595, -90.0765605061471)",3678862.65205,526831.19129
927 Nashville Ave,927 Nashville Ave,Temporary STR,3,6,02/26/2019 11:59:59 PM,"(29.9229412859274, -90.1183449118378)",3665705.84352,519509.69478
1656 Dufossat St,1656 Dufossat St,Accessory STR,3,6,04/12/2019 04:19:02 PM,"(29.9287939634601, -90.1108198380401)",3668066.76833,521663.29727
2700 Aubry St new orleans,2700 Aubry St new orleans,Temporary STR,3,6,02/28/2019 11:59:59 PM,"(29.9823265773109, -90.0743477931383)",3679405.01218,541254.83163
2609 Nashville Ave apt 1,2609 Nashville Ave apt 1,Temporary STR,,,04/30/2019 12:29:32 PM,"(29.939776516949, -90.1129010294343)",3667365.03565,525649.93709
2043 Clouet St,2043 Clouet St,Temporary STR,3,6,05/15/2019 11:59:59 PM,"(29.9777237886674, -90.0409132294061)",3690008.21603,539698.92558
2723 D'abadie St,2723 D'abadie St,Accessory STR,2,4,03/20/2019 08:22:43 PM,"(29.9819998872424, -90.0752518379615)",3679120.12405,541132.89115
4937 Baccich St,4937 Baccich St,Temporary STR,1,2,05/21/2019 11:59:59 PM,"(30.0097808134799, -90.0476132275045)",3687756.31107,551332.22044
437 S Telemachus St,437 S Telemachus St,Accessory STR,1,2,02/19/2019 03:54:38 PM,"(29.968704822567, -90.0999670626857)",3671348.05646,536213.22593
7809 Panola St,7809 Panola St,Accessory STR,2,4,05/13/2019 01:23:41 PM,"(29.9519276189037, -90.1205889965425)",3664883.45082,530042.69037
4337 Baudin St,4337 Baudin St,Temporary STR,2,4,06/07/2019 02:08:02 PM,"(29.9733928731967, -90.1070709627878)",3669080.62542,537893.84385
1908 St Philip St,1908 St Philip St,Accessory STR,1,2,05/22/2019 11:59:59 PM,"(29.9677075856772, -90.073345293113)",3679780.82847,535942.29831
7621 Burthe St,7621 Burthe St,Accessory STR,1,2,07/15/2019 04:35:21 PM,"(29.9423605962025, -90.1283137161324)",3662473.87431,526537.94509
1515 Calliope St Apt 102,1515 Calliope St Apt 102,Commercial STR,3,6,04/30/2019 08:21:37 AM,"(29.9419609141572, -90.0722619615536)",3680226.86747,526583.62963
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468818879767, -90.0683999689226)",3681430.19407,528386.5559
3054 Burgundy St,3054 Burgundy St,Accessory STR,1,2,10/21/2019 03:18:46 PM,"(29.9654316116764, -90.0453037415128)",3688668.50236,535213.38554
621 Celeste St Apt B,621 Celeste St Apt B,Commercial STR,,,04/23/2019 01:05:02 PM,"(29.9283604674875, -90.0683111703154)",3681532.6708,521651.81113
4444 Lafaye St,4444 Lafaye St,Accessory STR,1,2,05/21/2019 09:30:18 AM,"(30.0042256561654, -90.0486516299349)",3687450.32495,549308.463
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave Apt G,Commercial STR,1,2,04/12/2019 11:59:59 PM,"(29.9702825127631, -90.0686035660699)",3681271.79625,536895.17823
506 Opelousas Ave,506 Opelousas Ave,Commercial STR,1,2,07/10/2019 01:16:40 PM,"(29.9488805173929, -90.0502692794556)",3687163.69903,529177.16755
3819 Third St,3819 Third St,Temporary STR,3,6,04/05/2019 04:24:36 PM,"(29.9501342086782, -90.0975308991985)",3672192.20871,529468.55398
4339 Baudin St,4339 Baudin St,Temporary STR,2,4,06/05/2019 11:32:36 AM,"(29.9734159688594, -90.1071055560765)",3669069.58337,537902.12513
3800 Napoleon Ave,3800 Napoleon Ave,Accessory STR,1,2,04/02/2019 11:06:22 AM,"(29.9475545690327, -90.1046324273529)",3669953.41358,528506.31507
6000 Wickfield Dr,6000 Wickfield Dr,Temporary STR,2,4,04/26/2019 03:28:54 PM,"(30.0190085460737, -90.0690940097581)",3680921.02287,554612.14908
1601 Dumaine St,1601 Dumaine St,Temporary STR,3,6,05/17/2019 02:56:09 PM,"(29.9651090171759, -90.0710717864207)",3680511.06472,535005.28378
2139 Dauphine St Apt 2,2139 Dauphine St Apt 2,Commercial STR,1,2,04/16/2019 11:59:59 PM,"(29.9657399980307, -90.0569644716325)",3684975.21205,535284.2121
703 Carondelet St Unit 208,703 Carondelet St Unit 208,Commercial STR,2,4,03/14/2019 08:57:41 AM,"(29.9475948923908, -90.0726139839359)",3680092.84187,528631.12294
1703 Laharpe St,1703 Laharpe St,Temporary STR,3,6,05/16/2019 11:59:59 PM,"(29.9726867337095, -90.0674443526807)",3681629.1526,537773.49633
4025 N Rampart St,4025 N Rampart St,Temporary STR,2,4,05/30/2019 07:52:48 AM,"(29.9643307555101, -90.0351164064434)",3691898.56656,534849.47578
