Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Panama,PAN,Income share held by highest 10%,SI.DST.10TH.10,39.7,39.6,38.5,39,37.9,37.7,37.1,38,..,..
Papua New Guinea,PNG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,74.3494415283203,75.5944442749023,76.6847534179688,77.8195343017578,79.3000030517578,80.539306640625,81.7326126098633,82.766487121582,83.5999984741211,..
Papua New Guinea,PNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,29.4465980529785,31.9960918426514,34.5822105407715,37.6515655517578,44.9124221801758,50.4588584899902,51.7833709716797,56.1341972351074,56.8271636962891,..
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2265.7644132019,2304.89163605961,2564.91384488283,2679.34657921324,2770.39513791412,2811.79746464386,2749.11777751427,2816.71877464874,2666.21125526884,2655.16731813648
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,1.96493005752563,1.8748300075531,..,..,..
Papua New Guinea,PNG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,48.65,..,..,..,54.42
Paraguay,PRY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.6386642456055,99.7714309692383,99.8319396972656,99.8153381347656,99.9000015258789,99.8000030517578,99.9000015258789,99.9000015258789,100,..
Paraguay,PRY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.1415023803711,97.8732223510742,97.7289581298828,98.5827178955078,96.0512771606445,98.5080108642578,99.1190567016602,99.375358581543,100,..
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4803.0502955929,5130.45389086939,5329.36979696503,5413.77602061858,5570.60534938827,5762.7326449502,5871.28131096779,5774.16616003464,5656.26120150786,5822.70364708513
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,4.80932998657227,4.78911018371582,3.33815002441406,..,3.08968997001648,3.28320002555847,3.46971011161804,3.30362153053284,..
Paraguay,PRY,Income share held by highest 10%,SI.DST.10TH.10,36.9,37.3,40.7,36.7,37.3,39.1,35.8,35.2,33.3,..
Peru,PER,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,28.98,..,..,42.6,..,..,..,57.5
Peru,PER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.6295623779297,98.7797241210938,98.8808898925781,98.8748931884766,98.9000015258789,98.9000015258789,99,99.0857238769531,100,..
Peru,PER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,66.1668243408203,69.9050140380859,72.7675018310547,76.6926879882813,77.9748382568359,80.4978485107422,81.7999801635742,82.9478225708008,96.8290710449219,..
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5748.59083468834,6030.4202489314,6109.15688391125,6229.10067398112,6380.02585660284,6432.9243294982,6574.32898711067,6613.87644858144,5807.06540086688,6505.80713306859
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.92276000976563,3.29729008674622,3.69599008560181,3.96933007240295,3.81316995620728,3.93130993843079,3.71429991722107,3.81996011734009,4.24667978286743,..
Peru,PER,Income share held by highest 10%,SI.DST.10TH.10,33.3,32.7,32.1,32.6,32.6,32.3,31.6,31.1,32.9,..
Philippines,PHL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,31.29,..,..,34.5,..,..,..,51.37
Philippines,PHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,94.6600036621094,94.0999984741211,95.7413711547852,95.9100036621094,96.5901794433594,96.4000015258789,97.4161071777344,97.8252487182617,98.2340774536133,..
Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,80.6974334716797,81.8996963500977,84.5721282958984,83.1949768066406,88.1386642456055,90.0231704711914,91.8262100219727,93.7001266479492,95.5878677368164,..
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2610.96776842689,2740.45648888371,2866.82205608058,3001.04318170863,3167.50241554908,3338.44153304114,3500.93378921064,3664.79066969355,3271.64988766657,3412.58827242753
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,3.01999998092651,2.78999996185303,3.32999992370605,3.5699999332428,4.40000009536743,3.1331000328064,3.23436999320984,3.88000011444092,..
Philippines,PHL,Income share held by highest 10%,SI.DST.10TH.10,36.3,..,..,34.9,..,..,33.5,..,..,..
Poland,POL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,77.86,..,..,86.73,..,..,..,95.72
Poland,POL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Poland,POL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11519.6850136222,11656.4030936289,12059.2467116735,12578.4954734362,12979.2552591761,13604.5404668014,14332.9158910011,15016.6732968109,14660.7939183601,15549.6691864351
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.82954978942871,4.97062015533447,4.93554019927979,4.80993986129761,4.63339996337891,4.5584602355957,4.61579990386963,..,..,..
Poland,POL,Income share held by highest 10%,SI.DST.10TH.10,25.3,25.4,25.2,24.2,24.6,23.5,24,..,..,..
Portugal,PRT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,87.39,..,..,92.34,..,..,..,92.65
Portugal,PRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Portugal,PRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18654.9575281944,18584.5540451703,18833.0518281692,19250.1065376852,19700.9100016775,20441.4858041084,21057.6174784232,21617.4115165155,19771.577419808,20731.9543144483
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.94940996170044,5.2709698677063,5.12400007247925,4.88554000854492,..,5.0156102180481,4.67515993118286,..,..,..
Portugal,PRT,Income share held by highest 10%,SI.DST.10TH.10,27.8,27.5,27.4,27.3,27.6,26.7,26.6,26,..,..
Puerto Rico,PRI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,69.74,..,..,..,..,..,..,..
Puerto Rico,PRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Puerto Rico,PRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Puerto Rico,PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29180.4121304848,29426.1576026315,29554.6244202874,29763.4883013861,29961.7528224649,29809.2177040267,29753.3640818799,30191.9318172414,28236.7830671194,..
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,6.48108005523682,6.07265996932983,..,..,..,..,..,..,..
Puerto Rico,PRI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Qatar,QAT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,63233.7086960513,62733.4306346126,62784.9009339545,63039.1126261242,62800.3680590164,60262.7460959426,59757.7960864565,59149.339093965,56026.8872460275,55920.3212102509
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.50744009017944,4.07384014129639,3.60535001754761,..,..,2.96745991706848,..,2.80378007888794,3.2336699962616,..
Qatar,QAT,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Romania,ROU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,60.84,..,..,57.75,..,..,..,69.12
Romania,ROU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,99.5,100,100,100,100,..
Romania,ROU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8004.909206093,8337.67361059503,8670.97580713268,8969.14892146193,9444.99491650232,10195.0747280838,10714.0153591551,11221.7083913628,10865.1410616386,11589.6595227428
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.96379995346069,3.05173993110657,3.12122011184692,3.10963010787964,2.97989010810852,3.09539008140564,3.34474992752075,..,..,..
Romania,ROU,Income share held by highest 10%,SI.DST.10TH.10,25.5,25.4,24.5,24.8,23.7,24.9,24.9,24.5,..,..
Russian Federation,RUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,67.38,..,..,75.76,..,..,..,89.72
Russian Federation,RUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,95.0999984741211,100,100,100,100,100,..
Russian Federation,RUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9475.6826171875,9621.509765625,9520.9404296875,9313.013671875,9313.9677734375,9473.1796875,9739.900390625,9958.4609375,9711.41796875,10219.7509765625
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.79310011863709,3.76382994651794,4.01387977600098,3.83402991294861,3.76044011116028,4.68990993499756,4.67819976806641,..,..,..
Russian Federation,RUS,Income share held by highest 10%,SI.DST.10TH.10,32.2,32.4,31.9,29.7,28.6,29.2,29.9,30.2,29,..
Rwanda,RWA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,42.12,..,..,50.02,..,..,..,..
Rwanda,RWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,67.5999984741211,61.5,71.8000030517578,72.9000015258789,79.9700012207031,84.8000030517578,84.3404388427734,87.9787445068359,86.4000015258789,..
Rwanda,RWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,7.27998065948486,5.7524676322937,9.1742992401123,12.53564453125,18.9649868011475,23.6235313415527,27.1199283599854,30.3999977111816,38.1973075866699,..
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,668.828598330504,683.431678137602,707.767857203374,751.110505478611,775.509876439833,785.339255503284,830.466051894403,885.638074126455,834.396661106735,902.616281045352
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.4235200881958,4.7449197769165,4.19878005981445,3.64915990829468,3.4367299079895,3.12646007537842,3.07375001907349,3.23707413673401,3.33054971694946,3.82156157493591
Rwanda,RWA,Income share held by highest 10%,SI.DST.10TH.10,..,37.9,..,..,35.6,..,..,..,..,..
Samoa,WSM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.2233734130859,99.3455581665039,99.4000015258789,99.5575103759766,99.6510848999023,99.8725967407227,99.9960708618164,99.9000015258789,99.9869155883789,..
Samoa,WSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.2418365478516,96.9526672363281,97.5447387695313,98.9526901245117,99.6169052124023,96.1047668457031,99.9941177368164,99.0457611083984,100,..
Samoa,WSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4011.84333844772,3961.13563258291,3932.11005287811,4073.72908299755,4381.44932679778,4408.58575406,4337.12614876723,4504.91926220697,4359.11864018799,3972.24911527212
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.15999984741211,4.67000007629395,5.40999984741211,4.8577299118042,4.16406011581421,4.18315982818604,4.53214979171753,4.70625019073486,4.80916023254395,..
Samoa,WSM,Income share held by highest 10%,SI.DST.10TH.10,..,31.3,..,..,..,..,..,..,..,..
San Marino,SMR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
San Marino,SMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43872.9970216466,42925.9977321135,42123.7337658353,42662.9024081737,43359.4372429413,43254.5185234033,43753.8613849829,44552.1819952657,41499.7063932344,..
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,3.36997008323669,3.55516004562378,3.37969994544983,..,..
San Marino,SMR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,65.3000030517578,71.7421951293945,75.8000030517578,73.0428009033203,73.6827087402344,73.5199966430664,76.6999969482422,77.4428024291992,78.4497833251953,..
Sao Tome and Principe,STP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,42.7666549682617,50.0477600097656,52.4133224487305,53.6185684204102,58.5927696228027,76.1955261230469,55.7416687011719,68.0662384033203,71.077507019043,..
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1445.67978068379,1486.2389914758,1554.04719275694,1584.77565743788,1620.05646100161,1651.01201657277,1667.85791865606,1672.8961550271,1692.21874269843,1690.2633468337
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.33950996398926,5.93969011306763,3.7490599155426,3.86459994316101,5.17303991317749,5.03636980056763,5.23510980606079,5.92154979705811,5.01138401031494,..
Sao Tome and Principe,STP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,32.9,..,..,..,..
Saudi Arabia,SAU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,69.41,..,..,71.7,..,..,..,74.32
Saudi Arabia,SAU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20249.7963955695,20175.5550516108,20327.67281398,20627.9217793895,20503.3846202292,19946.9529624275,20083.4598194673,19817.8107097641,18700.2258378138,19018.4939483102
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,8.51045799255371,8.01642513275146,7.08581304550171,6.79473543167114,7.80931377410889,..
Saudi Arabia,SAU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,15.42,..,..,42.34,..,..,..,55.96
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.2223358154297,87.8000030517578,85,86.9000015258789,87.6999969482422,91.6999969482422,93.5,95.1999969482422,95.1764297485352,..
Senegal,SEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,32.5690002441406,31.7806453704834,41.0149536132813,38.1357307434082,44.5002403259277,35.3725509643555,41.4245529174805,47.8238410949707,47.3575325012207,..
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1146.17806362529,1141.42688957064,1178.91289299798,1219.24941513302,1261.00947226935,1316.84468769724,1360.23927843023,1384.39697423308,1365.25156343358,1409.95385618564
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.77698993682861,5.68656015396118,5.72021007537842,5.45637989044189,5.11309003829956,4.62496995925903,4.85822010040283,5.34887504577637,5.49785804748535,..
Senegal,SEN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,30.5,..,..,..
Serbia,SRB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,83.09,..,..,71.44,..,..,..,89.42
Serbia,SRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,99.9300003051758,99.8165588378906,99.9000015258789,100,100,100,99.9000015258789,100,..
Serbia,SRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5343.58005298839,5524.96913472342,5462.73603006633,5588.98072768556,5805.89939594274,5959.52267314354,6261.52713908381,6567.90956383791,6549.35006252111,7089.8692168235
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.16420984268188,..,3.92698001861572,3.78640007972717,3.63470005989075,3.71016001701355,3.58231997489929,3.61647009849548,..,..
Serbia,SRB,Income share held by highest 10%,SI.DST.10TH.10,28.7,28.2,28.6,29.2,27.3,25.6,25.5,26,..,..
Seychelles,SYC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.7838821411133,99.5400009155273,100,100,100,100,100,100,100,..
Seychelles,SYC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.7487258911133,96.1526718139648,100,100,100,100,100,100,100,..
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13701.0526050112,14259.7849054245,14672.1633688016,15157.5018256876,15756.7105433899,16267.1714234195,16628.0992022824,16989.9587216467,15544.4638538782,15713.4587057801
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.61392998695374,3.60812997817993,4.08368015289307,4.22289991378784,4.42102003097534,3.67728996276855,4.49883985519409,3.91458988189697,5.15072536468506,..
Seychelles,SYC,Income share held by highest 10%,SI.DST.10TH.10,..,39.9,..,..,..,..,23.9,..,..,..
Sierra Leone,SLE,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,15.58,..,..,19.81,..,..,..,28.85
Sierra Leone,SLE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,40.957836151123,41.4000015258789,43.9232597351074,45.3907089233398,46.9000015258789,48.7000007629395,53.2000007629395,51.4000015258789,54.6933097839355,..
Sierra Leone,SLE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1.22603070735931,..,1.52259659767151,1.6933331489563,1.64034867286682,5.3513650894165,6.43151426315308,1.50083994865417,4.77403879165649,..
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,627.115941385395,740.331133348628,757.169181198044,588.228862794816,610.490055834508,622.530318311141,630.482455396876,649.760301889204,623.88909267173,629.939681512519
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.87204003334045,2.37981009483337,2.66291999816895,3.05729007720947,3.06023001670837,4.66096019744873,6.98963022232056,7.4470100402832,8.80955028533936,..
Sierra Leone,SLE,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,29.4,..,..,..
Singapore,SGP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,96.35,..,..,97.93,..,..,..,97.55
Singapore,SGP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Singapore,SGP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,51680.2924786205,53299.9420690388,54682.9280074351,55646.6187469505,56885.7187229482,59484.685464386,61373.6484785038,61340.1661723862,58982.4609149611,66176.3870010699
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.07085990905762,2.85435009002686,2.9243700504303,2.86309003829956,2.8748300075531,2.76826000213623,2.85597991943359,2.73621010780334,2.50665998458862,..
Singapore,SGP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35011.9665781856,33563.6000709384,33118.7555918907,32274.8905524359,31507.8689258878,29237.8460926268,27093.797137995,..,..,..
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,77.24,..,..,84.18,..,..,..,95.62
Slovak Republic,SVK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Slovak Republic,SVK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15066.8908672567,15149.2558010477,15546.8832979361,16342.2162621093,16636.4338068275,17105.6656500949,17730.150113023,18167.4836571189,17360.711193011,17923.1074830321
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.87419009208679,4.08405017852783,4.23041009902954,4.59206008911133,3.91286993026733,3.94278001785278,3.97256994247437,..,..,..
Slovak Republic,SVK,Income share held by highest 10%,SI.DST.10TH.10,20.5,22.2,20.3,20.9,19.9,18.4,19.6,18.8,..,..
Slovenia,SVN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,97.24,..,..,97.53,..,..,..,99.05
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Slovenia,SVN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Slovenia,SVN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20157.0052544663,19922.474290455,20453.8333877187,20890.1664304173,21541.176421949,22563.7589398118,23476.3698861929,24071.2824401949,22899.360703212,24703.6331735637
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.62023019790649,5.4057297706604,5.29169988632202,4.90953016281128,4.79266977310181,4.78053998947144,4.93587017059326,..,..,..
Slovenia,SVN,Income share held by highest 10%,SI.DST.10TH.10,21.1,21.4,21.2,21.1,20.6,20.4,21,20.7,..,..
Solomon Islands,SLB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,66.7072143554688,60.4000015258789,68.0273284912109,67.5999984741211,69.3092880249023,71.0955810546875,73.3020935058594,75.3491821289063,77.3165512084961,..
Solomon Islands,SLB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,36.1707077026367,40.4170532226563,45.3388900756836,51.5000343322754,55.0795478820801,60.4122886657715,63.9614524841309,68.0398178100586,72.0463104248047,..
Solomon Islands,SLB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2177.56185418859,2232.3883690491,2195.30946623156,2167.15539406206,2234.04086235737,2292.09089127655,2321.06766034382,2289.52891210415,2136.22905276968,2080.59397033642
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.0870304107666,10.1746997833252,9.8120002746582,10.1349000930786,12,12.1099996566772,10.8100004196167,11.1300001144409,12.75,..
Solomon Islands,SLB,Income share held by highest 10%,SI.DST.10TH.10,29.2,..,..,..,..,..,..,..,..,..
Somalia,SOM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,38.66,..,..,..,..,..,..,..
Somalia,SOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,67.3448486328125,67.7653503417969,68.0311508178711,68.341438293457,68.8622589111328,69.4122085571289,69.781005859375,..,70.1200408935547,..
Somalia,SOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,40.6809234619141,39.7233352661133,38.8315315246582,38.0241470336914,37.2713737487793,38.2801818847656,35.2246284484863,..,32.2634696960449,..
Somalia,SOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,330.418781728644,345.700790560176,386.437816984867,407.425855097205,406.427231255171,425.416599381933,446.854214216182,444.788430749206,446.519444453958
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
